id,region,original_name,before,level,matched_on,suggested_name,confidence,rationale,final_name,decision
535,united_states,JUDDMONTE SPINSTER S.,JUDDMONTE SPINSTER S.,needs_translation,,斯宾斯特锦标,low,base 剥离有误：Juddmonte 为冠名应剔除；Spinster 意译欠雅故音译斯宾斯特；低置信度复核通过：冠名/补充说明已正确剥离。,斯宾斯特锦标,通过
540,united_states,LEXUS RAVEN RUN S.,LEXUS RAVEN RUN S.,needs_translation,,渡鸦疾驰锦标,low,base 剥离有误：Lexus 为冠名应剔除；Raven Run 试意译渡鸦疾驰，无把握；低置信度复核通过：冠名/补充说明已正确剥离。,渡鸦疾驰锦标,通过
542,united_states,ROOD & RIDDLE DOWAGER S.,ROOD & RIDDLE DOWAGER S.,needs_translation,,道瓦格锦标,low,base 剥离有误：Rood & Riddle 为冠名应剔除；Dowager 意译欠妥故音译道瓦格；低置信度复核：冠名/补充说明剥离及主体译名已修正；Dowager按赛事语义译为“贵妇”。,贵妇锦标,已修正
544,united_states,BANK OF AMERICA VALLEY VIEW S.,BANK OF AMERICA VALLEY VIEW S.,needs_translation,,谷景锦标,low,base 剥离有误：Bank of America 为冠名应剔除；Valley View 意译谷景；低置信度复核：冠名/补充说明剥离及主体译名已修正；Valley View采用完整语义翻译。,山谷景观锦标,已修正
554,united_states,LONGINES BREEDERS' CUP DISTAFF,LONGINES BREEDERS' CUP DISTAFF,needs_translation,,育马者杯雌马大赛,low,base 剥离有误：Longines 为冠名应剔除；Breeders' Cup 从通行译法育马者杯，Distaff→雌马；低置信度复核通过：冠名/补充说明已正确剥离。,育马者杯雌马大赛,通过
557,united_states,LONGINES BREEDERS' CUP CLASSIC,LONGINES BREEDERS' CUP CLASSIC,needs_translation,,育马者杯经典大赛,low,base 剥离有误：Longines 为冠名应剔除；Breeders' Cup Classic 从通行译法育马者杯经典大赛；低置信度复核通过：冠名/补充说明已正确剥离。,育马者杯经典大赛,通过
559,united_states,LONGINES BREEDERS' CUP TURF,LONGINES BREEDERS' CUP TURF,needs_translation,,育马者杯草地大赛,low,base 剥离有误：Longines 为冠名应剔除；Breeders' Cup Turf→育马者杯草地大赛；低置信度复核通过：冠名/补充说明已正确剥离。,育马者杯草地大赛,通过
560,united_states,FANDUEL BREEDERS' CUP MILE,FANDUEL BREEDERS' CUP MILE,needs_translation,,育马者杯一哩大赛,low,base 剥离有误：FanDuel 为冠名应剔除；Breeders' Cup Mile→育马者杯一哩大赛；低置信度复核通过：冠名/补充说明已正确剥离。,育马者杯一哩大赛,通过
561,united_states,CYGAMES BREEDERS' CUP SPRINT,CYGAMES BREEDERS' CUP SPRINT,needs_translation,,育马者杯短途大赛,low,base 剥离有误：Cygames 为冠名应剔除；Breeders' Cup Sprint→育马者杯短途大赛；低置信度复核通过：冠名/补充说明已正确剥离。,育马者杯短途大赛,通过
570,united_states,MAN O' WAR S.,MAN O' WAR S.,history,Man o' War S; Man o’ War S,斗士锦标,high,历史赛事已上线译名（Man o' War S; Man o’ War S）；复核通过。,斗士锦标,通过
572,united_states,JOCKEY CLUB OAKS INVITATIONAL S.,JOCKEY CLUB OAKS INVITATIONAL S.,history,Jockey Club Oaks Invitational S,赛马会橡树大赛,high,历史赛事已上线译名（Jockey Club Oaks Invitational S）；复核通过。,赛马会橡树大赛,通过
577,united_states,ELITE POWER S.,ELITE POWER S.,needs_translation,,精英力量锦标,medium,Elite Power 为名驹名意译精英力量，S.→锦标；复核通过。,精英力量锦标,通过
621,united_kingdom,Dornan Engineering Relkeel Hurdle,Dornan Engineering Relkeel Hurdle,needs_translation,,雷尔基尔跨栏锦标,medium,Relkeel 为马名，音译雷尔基尔，Hurdle 按例译跨栏锦标；复核通过。,雷尔基尔跨栏锦标,通过
622,united_kingdom,Coral Silviniaco Conti Chase,Coral Silviniaco Conti Chase,needs_translation,,西尔维尼亚科孔蒂障碍锦标,medium,Silviniaco Conti 为马名音译，Chase 译障碍锦标；复核通过。,西尔维尼亚科孔蒂障碍锦标,通过
623,united_kingdom,Trustatrader Hampton Nov. Chase,Trustatrader Hampton Nov. Chase,needs_translation,,汉普顿新手障碍锦标,high,Hampton 音译，Nov. Chase 按例译新手障碍锦标；复核通过。,汉普顿新手障碍锦标,通过
624,united_kingdom,Lightning Nov. Chase,Lightning Nov. Chase,needs_translation,,闪电新手障碍锦标,high,Lightning 意译闪电，Nov. Chase 译新手障碍锦标；复核通过。,闪电新手障碍锦标,通过
625,united_kingdom,Betmgm Clarence House Chase,Betmgm Clarence House Chase,needs_translation,,克拉伦斯宫障碍锦标,high,沿用已上线 Clarence House 译名克拉伦斯宫；复核通过。,克拉伦斯宫障碍锦标,通过
626,united_kingdom,Betmgm Warfield Hurdle,Betmgm Warfield Hurdle,needs_translation,,沃菲尔德跨栏锦标,medium,Warfield 音译，Hurdle 译跨栏锦标；复核通过。,沃菲尔德跨栏锦标,通过
627,united_kingdom,Sky Bet Supreme Trial Rossington Main Nov. Hurdle,Sky Bet Supreme Trial Rossington Main Nov. Hurdle,needs_translation,,至尊预赛罗辛顿梅恩新手跨栏锦标,medium,Supreme Trial 译至尊预赛，Rossington Main 音译，Nov. 译新手；复核后修正；Sky Bet Supreme Trial为冠名/预赛标签，RaceSeries主体为Rossington Main Novices' Hurdle。,罗辛顿梅因新手跨栏锦标,已修正
628,united_kingdom,Betfair Cotswold Chase,Betfair Cotswold Chase,needs_translation,,科茨沃尔德障碍锦标,high,Cotswold 常见音译科茨沃尔德，Chase 译障碍锦标；复核通过。,科茨沃尔德障碍锦标,通过
629,united_kingdom,Unibet International Hurdle,Unibet International Hurdle,needs_translation,,国际跨栏锦标,high,International 意译国际，Hurdle 译跨栏锦标；复核通过。,国际跨栏锦标,通过
630,united_kingdom,AIS Nov. Hurdle,AIS Nov. Hurdle,needs_translation,,新手跨栏锦标,low,AIS 剥离后 base 仅剩条件描述，无赛事本名，疑似剥离过度；低置信度复核通过：冠名/补充说明已正确剥离。,新手跨栏锦标,通过
631,united_kingdom,JCB Triumph Trial Finesse Juvenile Hurdle,JCB Triumph Trial Finesse Juvenile Hurdle,needs_translation,,凯旋预赛菲内斯幼龄跨栏锦标,medium,Triumph Trial 译凯旋预赛，Finesse 音译菲内斯，Juvenile 译幼龄；复核后修正；JCB Triumph Trial为冠名及预赛标签，主体为Finesse Juvenile Hurdle。,技巧幼龄跨栏锦标,已修正
632,united_kingdom,Betfair Cleeve Hurdle,Betfair Cleeve Hurdle,history,Cleeve Hurdle,克利夫跨栏锦标,high,历史赛事已上线译名（Cleeve Hurdle）；复核通过。,克利夫跨栏锦标,通过
633,united_kingdom,River Don Nov. Hurdle,River Don Nov. Hurdle,needs_translation,,唐河新手跨栏锦标,medium,River Don 为英格兰河流唐河，Nov. Hurdle 译新手跨栏锦标；复核通过。,唐河新手跨栏锦标,通过
634,united_kingdom,Virgin Bet Yorkshire Rose Hurdle,Virgin Bet Yorkshire Rose Hurdle,needs_translation,,约克郡玫瑰跨栏锦标,high,Yorkshire Rose 意译约克郡玫瑰，Hurdle 译跨栏锦标；复核通过。,约克郡玫瑰跨栏锦标,通过
635,united_kingdom,Virgin Bet Scilly Isles Nov. Chase,Virgin Bet Scilly Isles Nov. Chase,needs_translation,,锡利群岛新手障碍锦标,medium,Scilly Isles 意译锡利群岛，Nov. Chase 译新手障碍锦标；复核通过。,锡利群岛新手障碍锦标,通过
636,united_kingdom,Jane Seymour Nov. Hurdle,Jane Seymour Nov. Hurdle,needs_translation,,简·西摩新手跨栏锦标,medium,Jane Seymour 为人名常见译法，Nov. Hurdle 译新手跨栏锦标；复核通过。,简·西摩新手跨栏锦标,通过
637,united_kingdom,William Hill Bet10 Get10 On Racing Denman Chase,William Hill Bet10 Get10 On Racing Denman Chase,needs_translation,,丹曼障碍锦标,low,base 残留 William Hill 推广语冠名，按已上线 Denman 译名丹曼；低置信度复核通过：冠名/补充说明已正确剥离。,丹曼障碍锦标,通过
638,united_kingdom,William Hill Best Odds Guaranteed Game Spirit Chase,William Hill Best Odds Guaranteed Game Spirit Chase,needs_translation,,游戏精神障碍锦标,low,base 残留 Best Odds Guaranteed 推广语，Game Spirit 意译游戏精神；低置信度复核：冠名/补充说明剥离及主体译名已修正；Game Spirit采用更自然且与既有术语一致的译名“竞技精神”。,竞技精神障碍锦标,已修正
639,united_kingdom,Unibet Kingmaker Nov. Chase,Unibet Kingmaker Nov. Chase,needs_translation,,拥王者新手障碍锦标,medium,Kingmaker 意译拥王者，Nov. Chase 译新手障碍锦标；复核后修正；Kingmaker意译为“王者缔造者”。,王者缔造者新手障碍锦标,已修正
640,united_kingdom,Betfair Ascot Chase,Betfair Ascot Chase,needs_translation,,阿斯科特障碍锦标,high,Ascot 常见音译阿斯科特，Chase 译障碍锦标；复核通过。,阿斯科特障碍锦标,通过
641,united_kingdom,Ebony Horse Club Reynoldstown Nov. Chase,Ebony Horse Club Reynoldstown Nov. Chase,needs_translation,,雷诺兹敦新手障碍锦标,low,base 残留冠名 Ebony Horse Club，Reynoldstown 音译；低置信度复核通过：冠名/补充说明已正确剥离。,雷诺兹敦新手障碍锦标,通过
642,united_kingdom,Albert Bartlett Prestige Nov. Hurdle,Albert Bartlett Prestige Nov. Hurdle,needs_translation,,威望新手跨栏锦标,low,Albert Bartlett 为冠名残留，Prestige 意译威望；低置信度复核通过：冠名/补充说明已正确剥离；保留Prestige Novices' Hurdle主体，删除Albert Bartlett冠名。,威望新手跨栏锦标,通过
643,united_kingdom,Rendlesham Hurdle,Rendlesham Hurdle,history,Rendlesham Hurdle,伦德尔舍姆跨栏锦标,high,历史赛事已上线译名（Rendlesham Hurdle）；复核通过。,伦德尔舍姆跨栏锦标,通过
644,united_kingdom,Kingwell Hurdle,Kingwell Hurdle,history,Kingwell Hurdle,金威尔跨栏锦标,high,历史赛事已上线译名（Kingwell Hurdle）；复核通过。,金威尔跨栏锦标,通过
645,united_kingdom,Ladbrokes Dovecote Nov. Hurdle,Ladbrokes Dovecote Nov. Hurdle,needs_translation,,多夫科特新手跨栏锦标,low,base 残留冠名 Ladbrokes，Dovecote 音译；低置信度复核：冠名/补充说明剥离及主体译名已修正；Dovecote按语义译为“鸽舍”。,鸽舍新手跨栏锦标,已修正
646,united_kingdom,Ladbrokes Adonis Juvenile Hurdle,Ladbrokes Adonis Juvenile Hurdle,needs_translation,,阿多尼斯幼龄跨栏锦标,low,base 残留冠名 Ladbrokes，Adonis 常见音译阿多尼斯；低置信度复核通过：冠名/补充说明已正确剥离。,阿多尼斯幼龄跨栏锦标,通过
647,united_kingdom,Ladbrokes Pendil Nov. Chase,Ladbrokes Pendil Nov. Chase,needs_translation,,彭迪尔新手障碍锦标,low,base 残留冠名 Ladbrokes，Pendil 音译；低置信度复核通过：冠名/补充说明已正确剥离。,彭迪尔新手障碍锦标,通过
648,united_kingdom,Star Sports National Spirit Hurdle,Star Sports National Spirit Hurdle,needs_translation,,民族精神跨栏锦标,low,base 残留冠名 Star Sports，National Spirit 意译民族精神；低置信度复核通过：冠名/补充说明已正确剥离。,民族精神跨栏锦标,通过
649,united_kingdom,Bet365 Premier Nov. Hurdle,Bet365 Premier Nov. Hurdle,needs_translation,,顶级新手跨栏锦标,low,base 残留冠名 Bet365，Premier 意译顶级；低置信度复核：冠名/补充说明剥离及主体译名已修正；Premier译为“首席”，与Top Nov. Hurdle的“顶级”区分。,首席新手跨栏锦标,重名已处理
650,united_kingdom,Unibet Champion Hurdle Challenge Trophy Hurdle,Unibet Champion Hurdle Challenge Trophy Hurdle,needs_translation,,冠军跨栏锦标,medium,赛事通称 Champion Hurdle（Challenge Trophy 为奖杯名），译冠军跨栏锦标；复核后修正；完整保留Champion Hurdle Challenge Trophy主体。,冠军跨栏挑战杯,已修正
651,united_kingdom,Arkle Challenge Trophy Nov. Chase,Arkle Challenge Trophy Nov. Chase,needs_translation,,阿克尔挑战杯新手障碍锦标,medium,Arkle 为名马音译阿克尔，Challenge Trophy 译挑战杯；复核通过。,阿克尔挑战杯新手障碍锦标,通过
652,united_kingdom,Skybet Supreme Nov. Hurdle,Skybet Supreme Nov. Hurdle,needs_translation,,至尊新手跨栏锦标,low,base 残留冠名 Skybet，Supreme Novices' Hurdle 通译至尊新手跨栏；低置信度复核通过：冠名/补充说明已正确剥离。,至尊新手跨栏锦标,通过
653,united_kingdom,Close Brothers David Nicholson Hurdle,Close Brothers David Nicholson Hurdle,needs_translation,,大卫·尼科尔森跨栏锦标,low,base 残留冠名 Close Brothers，David Nicholson 人名音译；低置信度复核通过：冠名/补充说明已正确剥离。,大卫·尼科尔森跨栏锦标,通过
654,united_kingdom,Betmgm Queen Mother Champion Chase,Betmgm Queen Mother Champion Chase,needs_translation,,王太后冠军障碍锦标,medium,Queen Mother 译王太后，Champion Chase 译冠军障碍锦标；复核后修正；Queen Mother采用“皇太后”，而非“王太后”。,皇太后冠军障碍锦标,已修正
655,united_kingdom,Broadway Nov. Chase,Broadway Nov. Chase,needs_translation,,百老汇新手障碍锦标,medium,Broadway 常见译名百老汇，Nov. Chase 译新手障碍锦标；复核通过。,百老汇新手障碍锦标,通过
656,united_kingdom,Baring Bingham Nov. Hurdle,Baring Bingham Nov. Hurdle,needs_translation,,巴林宾厄姆新手跨栏锦标,medium,Baring Bingham 为人名音译，Nov. Hurdle 译新手跨栏锦标；复核通过。,巴林宾厄姆新手跨栏锦标,通过
657,united_kingdom,Weatherbys Champion Bumper N.H.F. Race,Weatherbys Champion Bumper N.H.F. Race,needs_translation,,冠军邦珀全国狩猎平地赛,low,base 残留冠名 Weatherbys，Champion Bumper N.H.F. Race 按全国狩猎平地赛译；低置信度复核：冠名/补充说明剥离及主体译名已修正；Bumper是NHF赛事俗称，不在中文名中重复音译。,冠军国家狩猎平地赛,已修正
658,united_kingdom,Ryanair Festival Trophy Chase,Ryanair Festival Trophy Chase,needs_translation,,节日杯障碍锦标,low,base 残留冠名 Ryanair，Festival Trophy 译节日杯；低置信度复核：冠名/补充说明剥离及主体译名已修正；Festival Trophy采用“节庆杯”，删除Ryanair冠名。,节庆杯障碍锦标,已修正
659,united_kingdom,Paddy Power Stayers’ Hurdle,Paddy Power Stayers’ Hurdle,needs_translation,,长途跨栏锦标,low,base 残留冠名 Paddy Power，Stayers' 译长途；低置信度复核通过：冠名/补充说明已正确剥离。,长途跨栏锦标,通过
660,united_kingdom,Ryanair Dawn Run Nov. Hurdle,Ryanair Dawn Run Nov. Hurdle,needs_translation,,晨奔新手跨栏锦标,low,base 残留冠名 Ryanair，Dawn Run 为名马意译晨奔；低置信度复核：冠名/补充说明剥离及主体译名已修正；Dawn Run采用语义译名，删除Ryanair冠名。,曙光奔跑新手跨栏锦标,已修正
661,united_kingdom,Jack Richards Golden Miller Nov. H’Cap Chase,Jack Richards Golden Miller Nov. H’Cap Chase,manual,,,low,原文含未括号让赛缩写（H'Cap / 尾部 H.），按让赛规则转人工：请定夺——保留「让赛」字（与去让赛 kept 先例一致，如两岁马让赛）或使用无让赛译名，手填 final_name；复核后修正；删除Jack Richards冠名及H’Cap说明，保留Golden Miller、Nov.和Chase赛事主体。,金米勒新手障碍锦标,人工裁决
662,united_kingdom,Boodles Cheltenham Gold Cup Chase,Boodles Cheltenham Gold Cup Chase,needs_translation,,切尔滕纳姆金杯障碍锦标,low,base 残留冠名 Boodles，Cheltenham Gold Cup 通译切尔滕纳姆金杯；低置信度复核：冠名/补充说明剥离及主体译名已修正；按HKJC既有译名统一。,卓定咸金杯,已修正
663,united_kingdom,JCB Triumph Juvenile Hurdle,JCB Triumph Juvenile Hurdle,needs_translation,,凯旋幼龄跨栏锦标,medium,Triumph Juvenile Hurdle 通译凯旋幼龄跨栏；复核通过。,凯旋幼龄跨栏锦标,通过
664,united_kingdom,Albert Bartlett Spa Nov. Hurdle,Albert Bartlett Spa Nov. Hurdle,needs_translation,,斯帕新手跨栏锦标,low,Albert Bartlett 为冠名残留，Spa 音译斯帕；低置信度复核：冠名/补充说明剥离及主体译名已修正；Spa采用语义译名“温泉”。,温泉新手跨栏锦标,已修正
665,united_kingdom,Mrs Paddy Power Liberthine Chase,Mrs Paddy Power Liberthine Chase,needs_translation,,利伯珊障碍锦标,low,base 残留冠名 Mrs Paddy Power，Liberthine 为马名音译；低置信度复核：冠名/补充说明剥离及主体译名已修正；删除Mrs Paddy Power冠名；Liberthine采用音译。,利伯廷障碍锦标,已修正
666,united_kingdom,Betvictor EBF Nov. H’Cap Hurdle,Betvictor EBF Nov. H’Cap Hurdle,manual,,,low,原文含未括号让赛缩写（H'Cap / 尾部 H.），按让赛规则转人工：请定夺——保留「让赛」字（与去让赛 kept 先例一致，如两岁马让赛）或使用无让赛译名，手填 final_name；复核后修正；删除BetVictor与EBF冠名/机构前缀及H’Cap说明，保留Nov. Hurdle主体；最终裁决补充：该赛事去除BetVictor与EBF后仅剩通用名，若再删除H’Cap会与另一项新手跨栏赛撞名，故保留“让赛”作为实质身份区分。,新手让赛跨栏锦标,人工裁决
667,united_kingdom,Aintree Bowl Chase,Aintree Bowl Chase,needs_translation,,安特里碗杯障碍锦标,medium,Aintree 沿用安特里，Bowl 译碗杯；复核后修正；避免“碗杯”重复，保留Aintree Bowl Chase主体。,安特里碗赛障碍锦标,已修正
668,united_kingdom,William Hill Aintree Hurdle,William Hill Aintree Hurdle,history,Aintree Hurdle,安特里跨栏锦标,high,历史赛事已上线译名（Aintree Hurdle）；复核通过。,安特里跨栏锦标,通过
669,united_kingdom,Manifesto Nov. Chase,Manifesto Nov. Chase,needs_translation,,宣言新手障碍锦标,medium,Manifesto 意译宣言，Nov. Chase 译新手障碍锦标；复核通过。,宣言新手障碍锦标,通过
670,united_kingdom,Anniversary 4-Y-O Juvenile Hurdle,Anniversary 4-Y-O Juvenile Hurdle,history,Anniversary 4YO Juvenile Hurdle,纪念四岁马幼龄跨栏锦标,high,历史赛事已上线译名（Anniversary 4YO Juvenile Hurdle）；复核通过。,纪念四岁马幼龄跨栏锦标,通过
671,united_kingdom,Standard Open Nickel Coin Mares’ N.H.F. Race,Standard Open Nickel Coin Mares’ N.H.F. Race,needs_translation,,镍币雌马标准公开全国狩猎平地赛,low,Nickel Coin 意译镍币，Standard Open N.H.F. 为官方赛种译标准公开全国狩猎平地赛；低置信度复核：冠名/补充说明剥离及主体译名已修正；Nickel Coin为赛事专名；Standard Open和Mares为条件说明，不写入最终名称。,镍币国家狩猎平地赛,已修正
672,united_kingdom,Melling Chase,Melling Chase,needs_translation,,梅林障碍锦标,medium,Melling 音译梅林，Chase 译障碍锦标；复核通过。,梅林障碍锦标,通过
673,united_kingdom,Mildmay Nov. Chase,Mildmay Nov. Chase,needs_translation,,迈尔德梅新手障碍锦标,medium,Mildmay 音译，Nov. Chase 译新手障碍锦标；复核通过。,迈尔德梅新手障碍锦标,通过
674,united_kingdom,Sefton Nov. Hurdle,Sefton Nov. Hurdle,needs_translation,,塞夫顿新手跨栏锦标,medium,Sefton 音译，Nov. Hurdle 译新手跨栏锦标；复核通过。,塞夫顿新手跨栏锦标,通过
675,united_kingdom,Top Nov. Hurdle,Top Nov. Hurdle,needs_translation,,顶级新手跨栏锦标,medium,Top 意译顶级，Nov. Hurdle 译新手跨栏锦标；复核通过；Top译为“顶级”，与Premier Nov. Hurdle区分。,顶级新手跨栏锦标,重名已处理
676,united_kingdom,Liverpool Hurdle,Liverpool Hurdle,history,Liverpool Hurdle,利物浦跨栏锦标,high,历史赛事已上线译名（Liverpool Hurdle）；复核通过。,利物浦跨栏锦标,通过
677,united_kingdom,Maghull Nov. Chase,Maghull Nov. Chase,needs_translation,,马格哈尔新手障碍锦标,medium,Maghull 为地名音译，Nov. Chase 译新手障碍锦标；复核通过。,马格哈尔新手障碍锦标,通过
678,united_kingdom,Mersey Nov. Hurdle,Mersey Nov. Hurdle,needs_translation,,默西新手跨栏锦标,medium,Mersey 为河流名常见音译默西，Nov. Hurdle 译新手跨栏锦标；复核通过。,默西新手跨栏锦标,通过
679,united_kingdom,Weatherbys Nhstallions.Co.Uk Standard Open N.H.F. Race,Weatherbys Nhstallions.Co.Uk Standard Open N.H.F. Race,needs_translation,,标准公开全国狩猎平地赛,low,base 残留冠名 Weatherbys Nhstallions.Co.Uk，按官方赛种译；低置信度复核：冠名/补充说明剥离及主体译名已修正；删除Weatherbys冠名及Standard Open条件说明。,国家狩猎平地赛,已修正
680,united_kingdom,Matt Hampson Foundation Silver Trophy H’Cap Chase,Matt Hampson Foundation Silver Trophy H’Cap Chase,manual,,,low,原文含未括号让赛缩写（H'Cap / 尾部 H.），按让赛规则转人工：请定夺——保留「让赛」字（与去让赛 kept 先例一致，如两岁马让赛）或使用无让赛译名，手填 final_name；复核后修正；删除Matt Hampson Foundation冠名及H’Cap说明，保留Silver Trophy Chase主体。,银杯障碍锦标,人工裁决
681,united_kingdom,Coral Scottish Champion H’Cap Hurdle,Coral Scottish Champion H’Cap Hurdle,manual,,,low,原文含未括号让赛缩写（H'Cap / 尾部 H.），按让赛规则转人工：请定夺——保留「让赛」字（与去让赛 kept 先例一致，如两岁马让赛）或使用无让赛译名，手填 final_name；复核后修正；删除Coral冠名及H’Cap说明，保留Scottish Champion Hurdle主体。,苏格兰冠军跨栏锦标,人工裁决
682,united_kingdom,Bet365 Celebration Chase,Bet365 Celebration Chase,needs_translation,,庆典障碍锦标,low,base 残留冠名 Bet365，Celebration 意译庆典；低置信度复核通过：冠名/补充说明已正确剥离。,庆典障碍锦标,通过
683,united_kingdom,Bet365 Oaksey Chase,Bet365 Oaksey Chase,needs_translation,,奥克西障碍锦标,low,base 残留冠名 Bet365，Oaksey 音译；低置信度复核通过：冠名/补充说明已正确剥离。,奥克西障碍锦标,通过
684,united_kingdom,Bet365 Select Hurdle,Bet365 Select Hurdle,needs_translation,,精选跨栏锦标,low,base 残留冠名 Bet365，Select 意译精选；低置信度复核通过：冠名/补充说明已正确剥离。,精选跨栏锦标,通过
858,united_kingdom,MIDNITE WINTER DERBY STAKES,MIDNITE WINTER DERBY STAKES,needs_translation,,冬季德比锦标,low,base 残留冠名 MIDNITE，Winter Derby 译冬季德比；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,冬季打吡,已修正
859,united_kingdom,bet365 EARL OF SEFTON STAKES,bet365 EARL OF SEFTON STAKES,needs_translation,,塞夫顿伯爵锦标,low,base 残留冠名 bet365，Earl of Sefton 译塞夫顿伯爵；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,薛夫顿伯爵锦标,已修正
860,united_kingdom,bet365 CRAVEN STAKES,bet365 CRAVEN STAKES,needs_translation,,克雷文锦标,low,base 残留冠名 bet365，Craven 音译；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,卡拉芬锦标,已修正
861,united_kingdom,BLANDFORD BLOODSTOCK ABERNANT STAKES,BLANDFORD BLOODSTOCK ABERNANT STAKES,needs_translation,,阿伯南特锦标,low,base 残留冠名 BLANDFORD BLOODSTOCK，Abernant 音译；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,爱百灵锦标,已修正
862,united_kingdom,DUBAI DUTY FREE FINEST SURPRISE STAKES,DUBAI DUTY FREE FINEST SURPRISE STAKES,needs_translation,,至臻惊喜锦标,low,base 残留冠名 DUBAI DUTY FREE，Finest Surprise 意译；低置信度复核：冠名/补充说明剥离及主体译名已修正；Dubai Duty Free Finest Surprise是John Porter Stakes的冠名展示名，按非冠名注册名翻译。,约翰布特锦标,已修正
863,united_kingdom,bet365 MILE,bet365 MILE,needs_translation,,一英里锦标,low,base 残留冠名 bet365，Mile 译一英里；低置信度复核：冠名/补充说明剥离及主体译名已修正；bet365 Mile对应Sandown Mile，删除bet365冠名并恢复赛场专名。,沙丘园一哩锦标,已修正
864,united_kingdom,bet365 CLASSIC TRIAL,bet365 CLASSIC TRIAL,needs_translation,,经典预赛锦标,low,base 残留冠名 bet365，Classic Trial 译经典预赛；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,经典预赛,已修正
865,united_kingdom,LONGINES SAGARO STAKES,LONGINES SAGARO STAKES,needs_translation,,萨加罗锦标,low,base 残留冠名 LONGINES，Sagaro 为马名音译；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,萨嘉罗锦标,已修正
866,united_kingdom,EVENTMASTERS.CO.UK COMMONWEALTH CUP TRIAL STAKES,EVENTMASTERS.CO.UK COMMONWEALTH CUP TRIAL STAKES,needs_translation,,英联邦杯预赛锦标,low,base 残留冠名 EVENTMASTERS.CO.UK，Commonwealth Cup Trial 译英联邦杯预赛；低置信度复核：冠名/补充说明剥离及主体译名已修正；保留Trial身份，不误并为英联邦杯正赛。,英联邦杯预赛,已修正
867,united_kingdom,BETFRED JOCKEY CLUB STAKES,BETFRED JOCKEY CLUB STAKES,needs_translation,,赛马会锦标,low,base 残留冠名 BETFRED，Jockey Club 译赛马会；低置信度复核通过：冠名/补充说明已正确剥离。,赛马会锦标,通过
868,united_kingdom,BETFRED 2000 GUINEAS STAKES,BETFRED 2000 GUINEAS STAKES,needs_translation,,二千坚尼锦标,low,base 残留冠名 BETFRED，2000 Guineas 通译二千坚尼；低置信度复核：冠名/补充说明剥离及主体译名已修正；按HKJC既有译名统一。,英国二千坚尼,已修正
869,united_kingdom,HONG KONG JOCKEY CLUB WORLD POOL PALACE HOUSE STAKES,HONG KONG JOCKEY CLUB WORLD POOL PALACE HOUSE STAKES,needs_translation,,皇宫府锦标,low,base 残留冠名 HONG KONG JOCKEY CLUB WORLD POOL，Palace House 意译；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,皇宫锦标,已修正
870,united_kingdom,BETFRED 1000 GUINEAS STAKES,BETFRED 1000 GUINEAS STAKES,needs_translation,,一千坚尼锦标,low,base 残留冠名 BETFRED，1000 Guineas 通译一千坚尼；低置信度复核：冠名/补充说明剥离及主体译名已修正；按HKJC既有译名统一。,英国一千坚尼,已修正
871,united_kingdom,BETFRED DAHLIA STAKES,BETFRED DAHLIA STAKES,needs_translation,,大丽花锦标,low,base 残留冠名 BETFRED，Dahlia 意译大丽花；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,达利亚锦标,已修正
872,united_kingdom,BOODLES CHESTER VASE STAKES,BOODLES CHESTER VASE STAKES,needs_translation,,切斯特花瓶锦标,low,base 残留冠名 BOODLES，Chester Vase 直译；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,车士达银瓶,已修正
873,united_kingdom,LADBROKES BIG-VALUE YOU CAN BET ON ORMONDE STAKES,LADBROKES BIG-VALUE YOU CAN BET ON ORMONDE STAKES,needs_translation,,奥蒙德锦标,low,base 残留冠名 LADBROKES 及推广语，Ormonde 音译奥蒙德；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,奥蒙特锦标,已修正
874,united_kingdom,"IRE-INCENTIVE, IT PAYS TO BUY IRISH HUXLEY STAKES","IRE-INCENTIVE, IT PAYS TO BUY IRISH HUXLEY STAKES",needs_translation,,赫胥黎锦标,low,base 残留冠名 IRE-INCENTIVE 推广语，Huxley 音译赫胥黎；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,克斯利锦标,已修正
875,united_kingdom,WILLIAM HILL CHARTWELL FILLIES' STAKES,WILLIAM HILL CHARTWELL FILLIES' STAKES,term,Chartwell Fillies' Stakes,卓威尔雌马锦标,high,术语库已有译名（Chartwell Fillies' Stakes）；复核通过。,卓威尔雌马锦标,通过
